X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,y
2.699785651402798,4.210166471882106,2.604789886360211,3.1179284400137988,0.4456221605800831,3.7763521024840396,0.6385674181761741,4.130338151262642,3.9101404383519296,3.5437234887148823,0.18080190262381057,1.515641779726643,1.3155628495542144,1.8006820373575954,0.4382137338191927,4.684789115155314,2.7690112035618815,1.5276215532901176,1.984907585371417,2.236012702524178,1.1541997482238457
2.4920377135660243,1.9828928065578866,4.692109260493849,2.552023443595157,2.3370525012873244,3.362172009811715,1.3061710050914221,1.6239643539415787,4.660229181193113,3.392649227184712,4.133185738855028,1.3555588096771483,2.7189509496493605,4.856981334947491,1.593519495141088,0.8023823815852094,2.55443004112332,1.9391054436243809,0.7978861639335677,4.44275691351684,2.5092619875314357
0.4947615084326745,3.4132090072253036,1.2641810153739503,1.9599055645348007,3.229670924004691,2.182436746538535,1.2527302946556413,1.6722309343916235,1.7077405846158817,4.796619522541069,3.993065079617255,2.2927438573970003,0.9991046017068206,4.05508055131328,0.7859123580418675,1.052311085710017,1.8300669592007557,4.401740979259951,0.6589333431705513,0.6111709642726304,0.09607810462847151
1.4561466411563213,4.037557981525745,2.4073145881869245,3.2742403119456394,0.9463675008393774,2.6675383125824337,1.5898802472331075,2.6320680519743913,3.9041291670546405,3.8445660504563084,1.7711033901713797,3.4713855853981954,4.706449751971385,3.128346649624532,0.7420506169131857,3.398543146395476,0.5245219317465566,4.360552043965136,2.5833024790097014,1.9257036815578976,1.5695101565812015
4.3944057295642605,1.5746661372946624,0.6448945396358263,2.3423061854354326,2.991530378480094,0.15485301711255062,1.3744782912854387,0.16399937138448006,2.101676945977495,4.475500145331221,4.913262057467846,3.185237767518138,0.808188468922959,4.529246949996529,2.5812391160003023,0.7687465605145904,4.608633347258307,3.787345253615515,3.6585263636157577,3.5459035189720236,-0.7410547564853176
1.3261426125133728,3.430455769717434,4.743952488459591,1.3402359368931887,4.057329695758408,0.2767990846920476,2.690605050199066,0.3527503185494729,4.670164955653196,3.831756402786951,3.2897495560229615,4.119481908123321,3.2375989778508156,4.844721985871455,3.5697897393238573,4.6232930479112335,2.58565946005319,0.5853220649093133,2.6408886071150857,0.6343641403154665,2.29279502900648
3.942908825542355,3.540118919989559,1.2710891453334412,4.310420429201157,4.467217326881325,0.9707634830927453,0.6522781827569696,4.87802484294556,4.341619818251839,4.466180736049734,4.431881923121976,2.7084341201686417,3.2320086833289983,2.7268142606682084,0.25603174595164535,3.7275154267638633,2.5266601666794015,3.238545373951149,2.5131990248776765,2.45905661161228,-1.1069652996816222
1.1858384064929823,3.4622274062077345,3.89880527639561,1.1951797157490307,1.2848442694963542,1.5356034743603042,2.9900918241831835,0.8590808915063847,0.5212159944238876,3.3943204454275677,3.8954896989658505,2.504647022082527,1.8191635513419269,2.1602135676323817,1.9420391693597594,4.799924541188377,3.8404495260957012,1.0404360742505514,1.9209457602699005,2.7200614568155492,1.963267379502753
2.12729166317217,0.7693148472691852,4.882078121369143,1.210199963880233,3.5884615527066615,0.7157815583203597,1.6450630689196633,2.210138042152119,0.9611600226353195,2.2497978818430475,0.78581411495875,2.795032694929451,3.31856626260097,0.31217142014005383,4.35566060541084,0.9257044252101776,1.1268121266016191,3.306749200415315,2.3437553021720703,2.496977995855328,4.033079027765455
0.15714592843367126,3.182052056318902,1.5717799053816335,2.542853455823514,4.537832369630465,1.2464611457443748,2.0519146151781484,3.7777556927152434,1.1439908274581123,0.38489954914396496,1.4487572645688402,0.8061064362700221,4.648488261712865,4.040601897822085,3.1670187825521174,4.357302950938589,4.018360384495573,0.9328502944301792,4.462794992449889,2.6967112095782535,-0.06964683651919262
4.446070067120954,1.7319965988142616,1.8466508440982237,4.443678946933127,2.3218516009102053,2.580622921012434,1.663818576678397,1.3833497108954096,3.27974355419196,0.5992033077060194,4.396363205914547,3.8960156838255395,0.9537413185290139,3.470099729122827,3.013164606428174,0.9226752536832206,1.3660175302511623,2.044932518669172,3.4962136762273692,3.1936170440850296,-0.29601743203799563
